model,dataset_idx,task,source,answer,media,prompt,response,layer_idx,image_ratio,prompt_ratio,gen_ratio
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),4,0.37841796875,0.5380859375,0.08355712890625
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),5,0.45458984375,0.48779296875,0.05767822265625
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),6,0.52587890625,0.42529296875,0.048828125
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),7,0.52880859375,0.432861328125,0.03857421875
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),8,0.5029296875,0.31982421875,0.1771240234375
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),9,0.4765625,0.460693359375,0.06268310546875
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),10,0.2396240234375,0.68994140625,0.07049560546875
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),11,0.3818359375,0.5263671875,0.09161376953125
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),12,0.33935546875,0.5361328125,0.124267578125
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),13,0.313720703125,0.5888671875,0.0975341796875
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),14,0.318359375,0.65966796875,0.0220947265625
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),15,0.50390625,0.394775390625,0.10125732421875
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),16,0.219970703125,0.6474609375,0.132568359375
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),17,0.351806640625,0.59228515625,0.055999755859375
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),18,0.295166015625,0.59619140625,0.1083984375
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),19,0.5224609375,0.449951171875,0.027679443359375
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),20,0.4384765625,0.4853515625,0.07623291015625
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),21,0.490234375,0.4443359375,0.06561279296875
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),22,0.484375,0.50244140625,0.01323699951171875
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),23,0.37744140625,0.38720703125,0.2354736328125
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),24,0.46826171875,0.401123046875,0.1307373046875
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),25,0.55322265625,0.382080078125,0.064697265625
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),26,0.60595703125,0.358154296875,0.035919189453125
Efficient-Large-Model/NVILA-Lite-2B,2,Count,ADE20K,(C),/tmp/tmpsx0zhrrg.png,"How many table lamps are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",(C),27,0.425048828125,0.489501953125,0.0855712890625
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),0,nan,nan,nan
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),1,0.125244140625,0.77783203125,0.09710693359375
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),2,0.50927734375,0.4384765625,0.05194091796875
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),3,0.53271484375,0.42333984375,0.044036865234375
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),4,0.468505859375,0.443603515625,0.087646484375
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),5,0.49462890625,0.439208984375,0.0662841796875
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),6,0.53515625,0.413330078125,0.051422119140625
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),7,0.55126953125,0.411865234375,0.036773681640625
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),8,0.51708984375,0.28076171875,0.2022705078125
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),9,0.498291015625,0.418701171875,0.0830078125
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),10,0.22314453125,0.708984375,0.06793212890625
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),11,0.405029296875,0.53271484375,0.06207275390625
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),12,0.3935546875,0.5009765625,0.10528564453125
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),13,0.302978515625,0.6259765625,0.07122802734375
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),14,0.341552734375,0.6337890625,0.024322509765625
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),15,0.45068359375,0.457275390625,0.0921630859375
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),16,0.2164306640625,0.638671875,0.1446533203125
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),17,0.370361328125,0.59033203125,0.039215087890625
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),18,0.332763671875,0.576171875,0.09124755859375
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),19,0.5400390625,0.4326171875,0.0273284912109375
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),20,0.384765625,0.5302734375,0.08489990234375
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),21,0.468017578125,0.4658203125,0.0662841796875
Efficient-Large-Model/NVILA-Lite-2B,3,Count,ADE20K,(D),/tmp/tmpa2_v_qdq.png,"How many curtains are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",(A),22,0.459716796875,0.5244140625,0.0160369873046875
