model,task,correct,layer_idx,count,avg_image_ratio,avg_prompt_ratio,avg_gen_ratio
Efficient-Large-Model/NVILA-Lite-2B,Count,True,4,550,0.43359375,0.48498046875,0.08142800071022727
Efficient-Large-Model/NVILA-Lite-2B,Count,True,5,550,0.46157981178977275,0.47982998934659093,0.0586029052734375
Efficient-Large-Model/NVILA-Lite-2B,Count,True,6,550,0.5088987038352273,0.4325230823863636,0.05857754794034091
Efficient-Large-Model/NVILA-Lite-2B,Count,True,7,550,0.5418723366477273,0.41424849076704545,0.04387822931463068
Efficient-Large-Model/NVILA-Lite-2B,Count,True,8,550,0.5106671697443181,0.303076171875,0.18625466086647727
Efficient-Large-Model/NVILA-Lite-2B,Count,True,9,550,0.5106902521306819,0.40408025568181816,0.08522383256392045
Efficient-Large-Model/NVILA-Lite-2B,Count,True,10,550,0.2406673916903409,0.6808118785511363,0.07853005149147728
Efficient-Large-Model/NVILA-Lite-2B,Count,True,11,550,0.40479048295454545,0.5160946377840909,0.07911709872159091
Efficient-Large-Model/NVILA-Lite-2B,Count,True,12,550,0.3661785333806818,0.5104594282670455,0.12336614435369318
Efficient-Large-Model/NVILA-Lite-2B,Count,True,13,550,0.2770474520596591,0.6293714488636364,0.09357965642755682
Efficient-Large-Model/NVILA-Lite-2B,Count,True,14,550,0.33056019176136364,0.6474256480823863,0.022013938210227273
Efficient-Large-Model/NVILA-Lite-2B,Count,True,15,550,0.4758544921875,0.42737926136363635,0.09675736860795454
Efficient-Large-Model/NVILA-Lite-2B,Count,True,16,550,0.2243374911221591,0.6382346413352272,0.13744739879261364
Efficient-Large-Model/NVILA-Lite-2B,Count,True,17,550,0.37556707208806817,0.5679359019886364,0.05648806485262784
Efficient-Large-Model/NVILA-Lite-2B,Count,True,18,550,0.30914106889204546,0.581463955965909,0.10938587535511364
Efficient-Large-Model/NVILA-Lite-2B,Count,True,19,550,0.5169367009943182,0.45183061079545456,0.03121762362393466
Efficient-Large-Model/NVILA-Lite-2B,Count,True,20,550,0.4178284801136364,0.5109414950284091,0.07122181285511364
Efficient-Large-Model/NVILA-Lite-2B,Count,True,21,550,0.44884721235795455,0.4814599609375,0.06969776500355114
Efficient-Large-Model/NVILA-Lite-2B,Count,True,22,550,0.45169699928977275,0.5267564808238636,0.021540000221946024
Efficient-Large-Model/NVILA-Lite-2B,Count,True,23,550,0.42260786576704545,0.36748157848011365,0.2099118319424716
Efficient-Large-Model/NVILA-Lite-2B,Count,True,24,550,0.48457741477272726,0.35611328125,0.15931141246448863
Efficient-Large-Model/NVILA-Lite-2B,Count,True,25,550,0.6243359375,0.3223544034090909,0.05329387318004261
Efficient-Large-Model/NVILA-Lite-2B,Count,True,26,550,0.6334792258522727,0.33481045809659093,0.03169828935102983
Efficient-Large-Model/NVILA-Lite-2B,Count,True,27,550,0.4483362926136364,0.4751691228693182,0.07649558327414772
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,0,193,nan,nan,nan
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,1,193,0.09358665980205634,0.8181291491256477,0.08828403295012953
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,2,193,0.5288351582739638,0.4060083893296632,0.06516989278052138
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,3,193,0.5775380505181347,0.38025345085816065,0.04220391308087759
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,4,193,0.43343942276554404,0.47921642244170987,0.08735269338973446
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,5,193,0.4727663030278497,0.4718985285783679,0.05532394171996438
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,6,193,0.5373029165317358,0.4103422016677461,0.05235077062419041
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,7,193,0.5147357209358808,0.44904924303756477,0.03619954005424223
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,8,193,0.5194578813147669,0.3080460148154145,0.172488514005829
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,9,193,0.5410991135038861,0.3794944644591969,0.07939045169810557
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,10,193,0.29056908800194303,0.6261030602331606,0.083332279185557
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,11,193,0.3831591037888601,0.5396545093911918,0.07718480559828368
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,12,193,0.34508708103950775,0.5052749554727979,0.1496202538050518
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,13,193,0.3300983646373057,0.6015372004533679,0.06837534533881152
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,14,193,0.30272046024935234,0.6693399854274611,0.027957817433411594
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,15,193,0.45333372125971505,0.45851253845531087,0.08814709915398317
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,16,193,0.16657095004857514,0.6739622125971503,0.15948201708225387
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,17,193,0.44253587475712436,0.5132215430699482,0.04424376808917584
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,18,193,0.28594243341159326,0.6214580634715026,0.09259507569624352
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,19,193,0.5809813188147669,0.3999542078205959,0.019091591316183616
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,20,193,0.5470356521211139,0.38909564240608807,0.06388040651311529
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,21,193,0.6374321972150259,0.31279790216159326,0.04976199451505829
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,22,193,0.46463882367227977,0.5237499494009067,0.011611049039376214
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,23,193,0.5071180274449482,0.34619899611398963,0.14668013024206605
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,24,193,0.51708984375,0.3579329258419689,0.12495540954906088
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,25,193,0.6358180861398963,0.32759497449805697,0.036611764542179404
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,26,193,0.5956044567681347,0.35255550720531087,0.051822168221745464
Efficient-Large-Model/NVILA-Lite-2B,Relation,False,27,193,0.5451027667584197,0.3748633824481865,0.08006262902768782
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,0,457,nan,nan,nan
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,1,457,0.09520709749384573,0.8152031762855579,0.08961243076449672
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,2,457,0.5265766035284464,0.4101840296772429,0.06324083591185722
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,3,457,0.5778354502871991,0.3793972023728118,0.04276360776805252
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,4,457,0.4374465775437637,0.474972647702407,0.08759145924507658
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,5,457,0.4699963459039934,0.47338920609956237,0.05661171009556209
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,6,457,0.5302745059491247,0.4181263462458972,0.05160201926200082
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,7,457,0.5130991862691466,0.45148386214442016,0.03541955593117478
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,8,457,0.518978327577954,0.3081872051080416,0.1728414122333151
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,9,457,0.5405882453501094,0.3817798439209519,0.07763598419122675
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,10,457,0.2896859400642779,0.6282822757111597,0.08200720989469365
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,11,457,0.39000690218134576,0.5346989537746171,0.07529601383000548
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,12,457,0.35163034651942016,0.5019520565508753,0.14642213783848468
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,13,457,0.33064119768873085,0.6007964219775711,0.06857620339424918
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,14,457,0.3052484357904814,0.6677582655224289,0.027001111721314277
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,15,457,0.45361862349562365,0.4589475135051969,0.0874373354588348
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,16,457,0.1676097510940919,0.6744435516958425,0.15794349186269147
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,17,457,0.45118736751230853,0.5063508615973742,0.042452889406967995
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,18,457,0.28967231733793763,0.6172783181756017,0.09304388868469639
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,19,457,0.5839747589578774,0.3957920199671772,0.020237361315303612
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,20,457,0.5468092903788293,0.38793998734956237,0.06524771725844503
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,21,457,0.6458080467040481,0.30698039182166303,0.04721810572517779
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,22,457,0.4608119572278446,0.527021612588895,0.012175470264526634
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,23,457,0.5017832415891685,0.349156352571116,0.14905239247128008
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,24,457,0.5154048994803063,0.36345059918626915,0.12115398381940645
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,25,457,0.6378053627598468,0.3243683328774617,0.037815285981092725
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,26,457,0.5907594108998906,0.35822214339442016,0.051018045037267507
Efficient-Large-Model/NVILA-Lite-2B,Relation,True,27,457,0.5469871871580962,0.37263178251504375,0.08037308373649481
Zhoues/RoboRefer-2B-SFT,Count,False,0,313,nan,nan,nan
Zhoues/RoboRefer-2B-SFT,Count,False,1,313,0.12909150047424123,0.8017344124400958,0.06916989457493011
Zhoues/RoboRefer-2B-SFT,Count,False,2,313,0.4416410306010383,0.5068827376198083,0.051469163011057306
Zhoues/RoboRefer-2B-SFT,Count,False,3,313,0.3751809604632588,0.5651161266972844,0.05970184033671126
Zhoues/RoboRefer-2B-SFT,Count,False,4,313,0.4387074430910543,0.49802113493410544,0.0632782469923123
Zhoues/RoboRefer-2B-SFT,Count,False,5,313,0.4697476225539137,0.47904134634584666,0.05121142110123802
Zhoues/RoboRefer-2B-SFT,Count,False,6,313,0.4081298048123003,0.5286533733526357,0.06322276935028953
Zhoues/RoboRefer-2B-SFT,Count,False,7,313,0.5422012280351438,0.42621337110623003,0.03157911209252696
Zhoues/RoboRefer-2B-SFT,Count,False,8,313,0.3915563223841853,0.4487593288238818,0.1596851287939297
Zhoues/RoboRefer-2B-SFT,Count,False,9,313,0.4624288638178914,0.46015125798722045,0.07741558818390575
Zhoues/RoboRefer-2B-SFT,Count,False,10,313,0.32596439446884984,0.6171430398861821,0.05689646565495208
Zhoues/RoboRefer-2B-SFT,Count,False,11,313,0.40336867262380194,0.5339620669428914,0.0626817404652556
Zhoues/RoboRefer-2B-SFT,Count,False,12,313,0.41498134235223644,0.4533426205571086,0.13167720709365016
Zhoues/RoboRefer-2B-SFT,Count,False,13,313,0.36667581869009586,0.561883798422524,0.07143687287839456
Zhoues/RoboRefer-2B-SFT,Count,False,14,313,0.24396668455471246,0.7426024610623003,0.013413133712622304
Zhoues/RoboRefer-2B-SFT,Count,False,15,313,0.3323362307807508,0.5651052066693291,0.10255583254293131
Zhoues/RoboRefer-2B-SFT,Count,False,16,313,0.1428214856230032,0.7006102735623003,0.1565690208166933
Zhoues/RoboRefer-2B-SFT,Count,False,17,313,0.11519176739092452,0.8445487220447284,0.04025894993791184
Zhoues/RoboRefer-2B-SFT,Count,False,18,313,0.34082343250798725,0.5612036366813099,0.09797156580720846
Zhoues/RoboRefer-2B-SFT,Count,False,19,313,0.512931653105032,0.45987669728434505,0.027204519643570287
Zhoues/RoboRefer-2B-SFT,Count,False,20,313,0.4429880940495208,0.5301236771166135,0.02689376197303065
Zhoues/RoboRefer-2B-SFT,Count,False,21,313,0.6240920776757188,0.32367508860822686,0.05221128616089257
Zhoues/RoboRefer-2B-SFT,Count,False,22,313,0.4307038426018371,0.5614009771865016,0.007898641470522164
Zhoues/RoboRefer-2B-SFT,Count,False,23,313,0.5200866114217252,0.3720227323781949,0.10791249625599042
Zhoues/RoboRefer-2B-SFT,Count,False,24,313,0.6041708266773163,0.27986003644169327,0.11598064191044329
Zhoues/RoboRefer-2B-SFT,Count,False,25,313,0.5966601874500799,0.39037071934904155,0.012971713520086612
Zhoues/RoboRefer-2B-SFT,Count,False,26,313,0.5516158521365815,0.403836673821885,0.0445406002739367
Zhoues/RoboRefer-2B-SFT,Count,False,27,313,0.4887032310802716,0.44041720746805113,0.07088209645816693
Zhoues/RoboRefer-2B-SFT,Count,True,0,475,nan,nan,nan
Zhoues/RoboRefer-2B-SFT,Count,True,1,475,0.13080630653782896,0.7964165296052632,0.07277202405427631
Zhoues/RoboRefer-2B-SFT,Count,True,2,475,0.46540861430921054,0.48547645970394737,0.049136545281661184
Zhoues/RoboRefer-2B-SFT,Count,True,3,475,0.4122131990131579,0.533479646381579,0.054294369346217106
Zhoues/RoboRefer-2B-SFT,Count,True,4,475,0.46655890213815787,0.4740393708881579,0.05939478824013158
Zhoues/RoboRefer-2B-SFT,Count,True,5,475,0.49786543996710525,0.45335217927631577,0.04877646998355263
Zhoues/RoboRefer-2B-SFT,Count,True,6,475,0.4190126439144737,0.5227826891447368,0.058221435546875
Zhoues/RoboRefer-2B-SFT,Count,True,7,475,0.5527646998355263,0.4171761924342105,0.03004564787212171
Zhoues/RoboRefer-2B-SFT,Count,True,8,475,0.4045076069078947,0.4400390625,0.15545435855263157
Zhoues/RoboRefer-2B-SFT,Count,True,9,475,0.4772841282894737,0.44963301809210526,0.07307456568667763
Zhoues/RoboRefer-2B-SFT,Count,True,10,475,0.32610659950657894,0.617825349506579,0.056081157483552635
Zhoues/RoboRefer-2B-SFT,Count,True,11,475,0.4049167351973684,0.5350128495065789,0.060062448601973684
Zhoues/RoboRefer-2B-SFT,Count,True,12,475,0.4256846217105263,0.4431614925986842,0.1311487458881579
Zhoues/RoboRefer-2B-SFT,Count,True,13,475,0.3784924958881579,0.5562119654605263,0.06529875102796052
Zhoues/RoboRefer-2B-SFT,Count,True,14,475,0.2345957545230263,0.7522275904605263,0.013183192202919409
Zhoues/RoboRefer-2B-SFT,Count,True,15,475,0.3499100534539474,0.5482956414473684,0.10179738898026315
Zhoues/RoboRefer-2B-SFT,Count,True,16,475,0.1626868318256579,0.6823488898026315,0.15496170847039473
Zhoues/RoboRefer-2B-SFT,Count,True,17,475,0.13009534333881578,0.8303022203947369,0.03958791632401316
Zhoues/RoboRefer-2B-SFT,Count,True,18,475,0.33888851768092104,0.567946134868421,0.09317896792763158
Zhoues/RoboRefer-2B-SFT,Count,True,19,475,0.5152631578947369,0.46180715460526317,0.02293601588199013
Zhoues/RoboRefer-2B-SFT,Count,True,20,475,0.46202302631578945,0.5133280222039474,0.024636599892064143
Zhoues/RoboRefer-2B-SFT,Count,True,21,475,0.6171864720394736,0.3286546566611842,0.054151290090460526
Zhoues/RoboRefer-2B-SFT,Count,True,22,475,0.4486302425986842,0.5445739103618421,0.006800553171258224
Zhoues/RoboRefer-2B-SFT,Count,True,23,475,0.5143426192434211,0.37767166940789476,0.10799123663651315
Zhoues/RoboRefer-2B-SFT,Count,True,24,475,0.5896196546052631,0.29493832236842105,0.11543649773848684
Zhoues/RoboRefer-2B-SFT,Count,True,25,475,0.5857725123355263,0.40038137335526314,0.01385616101716694
Zhoues/RoboRefer-2B-SFT,Count,True,26,475,0.5302210115131579,0.4212854646381579,0.04850174753289474
Zhoues/RoboRefer-2B-SFT,Count,True,27,475,0.5040768914473684,0.4259755345394737,0.06994095651726974
Zhoues/RoboRefer-2B-SFT,Relation,False,0,19,nan,nan,nan
Zhoues/RoboRefer-2B-SFT,Relation,False,1,19,0.1070556640625,0.8318256578947368,0.06109297902960526
Zhoues/RoboRefer-2B-SFT,Relation,False,2,19,0.4318590666118421,0.5171926398026315,0.05093945954975329
Zhoues/RoboRefer-2B-SFT,Relation,False,3,19,0.3888903166118421,0.5431743421052632,0.06792409796463816
Zhoues/RoboRefer-2B-SFT,Relation,False,4,19,0.4316149259868421,0.49628649259868424,0.07209697522615131
Zhoues/RoboRefer-2B-SFT,Relation,False,5,19,0.46968801398026316,0.4796592310855263,0.05065596731085526
Zhoues/RoboRefer-2B-SFT,Relation,False,6,19,0.45600328947368424,0.482177734375,0.06186876798930921
Zhoues/RoboRefer-2B-SFT,Relation,False,7,19,0.6382863898026315,0.3363229851973684,0.025348061009457235
Zhoues/RoboRefer-2B-SFT,Relation,False,8,19,0.4556949013157895,0.41085012335526316,0.13343891344572367
Zhoues/RoboRefer-2B-SFT,Relation,False,9,19,0.5277292351973685,0.40973221628289475,0.0625658537212171
Zhoues/RoboRefer-2B-SFT,Relation,False,10,19,0.40801038240131576,0.5394094366776315,0.05263639751233553
Zhoues/RoboRefer-2B-SFT,Relation,False,11,19,0.4314221833881579,0.5130037006578947,0.055558054070723686
Zhoues/RoboRefer-2B-SFT,Relation,False,12,19,0.4125848067434211,0.47982627467105265,0.10761461759868421
Zhoues/RoboRefer-2B-SFT,Relation,False,13,19,0.31490285773026316,0.6389545641447368,0.046116879111842105
Zhoues/RoboRefer-2B-SFT,Relation,False,14,19,0.28756553248355265,0.697522615131579,0.014932331285978618
Zhoues/RoboRefer-2B-SFT,Relation,False,15,19,0.397216796875,0.5153037623355263,0.0874376798930921
Zhoues/RoboRefer-2B-SFT,Relation,False,16,19,0.13938181023848684,0.7305201480263158,0.13008840460526316
Zhoues/RoboRefer-2B-SFT,Relation,False,17,19,0.19202945106907895,0.783460115131579,0.024594758686266448
Zhoues/RoboRefer-2B-SFT,Relation,False,18,19,0.36528577302631576,0.5587350945723685,0.07601125616776316
Zhoues/RoboRefer-2B-SFT,Relation,False,19,19,0.5848067434210527,0.3945184004934211,0.020667628238075657
Zhoues/RoboRefer-2B-SFT,Relation,False,20,19,0.5308645148026315,0.4456979851973684,0.02341822574013158
Zhoues/RoboRefer-2B-SFT,Relation,False,21,19,0.5513594777960527,0.3940686677631579,0.054692318564967105
Zhoues/RoboRefer-2B-SFT,Relation,False,22,19,0.5811189350328947,0.41377981085526316,0.0050631573325709296
Zhoues/RoboRefer-2B-SFT,Relation,False,23,19,0.515856291118421,0.37835372121710525,0.10579320004111842
Zhoues/RoboRefer-2B-SFT,Relation,False,24,19,0.543225740131579,0.33733809621710525,0.11946186266447369
Zhoues/RoboRefer-2B-SFT,Relation,False,25,19,0.5988255550986842,0.3935289884868421,0.0076904296875
Zhoues/RoboRefer-2B-SFT,Relation,False,26,19,0.4675421463815789,0.47518760279605265,0.05727185701069079
Zhoues/RoboRefer-2B-SFT,Relation,False,27,19,0.4142809416118421,0.5353232935855263,0.05039094623766447
Zhoues/RoboRefer-2B-SFT,Relation,True,0,631,nan,nan,nan
Zhoues/RoboRefer-2B-SFT,Relation,True,1,631,0.10955791201342116,0.8307939097167195,0.05964653389956418
Zhoues/RoboRefer-2B-SFT,Relation,True,2,631,0.4329704369304675,0.5170937128565769,0.04993478620864699
Zhoues/RoboRefer-2B-SFT,Relation,True,3,631,0.3963238070770602,0.5367127915758716,0.06695812968935717
Zhoues/RoboRefer-2B-SFT,Relation,True,4,631,0.4383082563639065,0.4917096653377575,0.06998686631772484
Zhoues/RoboRefer-2B-SFT,Relation,True,5,631,0.4797100182002773,0.47009644908874804,0.05019836909419572
Zhoues/RoboRefer-2B-SFT,Relation,True,6,631,0.45392319668680664,0.48363561373316166,0.06242450405791898
Zhoues/RoboRefer-2B-SFT,Relation,True,7,631,0.6313770614599842,0.34228283478605387,0.026342255944495345
Zhoues/RoboRefer-2B-SFT,Relation,True,8,631,0.45706297667393025,0.4084987247424723,0.134438878949584
Zhoues/RoboRefer-2B-SFT,Relation,True,9,631,0.5262971566709588,0.41091536871038037,0.06277886585652734
Zhoues/RoboRefer-2B-SFT,Relation,True,10,631,0.4089707557448494,0.5385053486529319,0.05251330392296454
Zhoues/RoboRefer-2B-SFT,Relation,True,11,631,0.4317613411251981,0.5124732257824881,0.055765481456146
Zhoues/RoboRefer-2B-SFT,Relation,True,12,631,0.41482703545958793,0.4776764157834786,0.10749809639956419
Zhoues/RoboRefer-2B-SFT,Relation,True,13,631,0.3186708380794374,0.6341388297345484,0.047188059085900354
Zhoues/RoboRefer-2B-SFT,Relation,True,14,631,0.28466274545612125,0.7001635858260697,0.015177682915882527
Zhoues/RoboRefer-2B-SFT,Relation,True,15,631,0.39869711705130745,0.514007326540214,0.08730019933637084
Zhoues/RoboRefer-2B-SFT,Relation,True,16,631,0.1400805683408033,0.7294024242274167,0.13052169872350436
Zhoues/RoboRefer-2B-SFT,Relation,True,17,631,0.19077684308760895,0.7847136242076069,0.02450677596634806
Zhoues/RoboRefer-2B-SFT,Relation,True,18,631,0.3618748297593106,0.561456888866878,0.07666750755249604
Zhoues/RoboRefer-2B-SFT,Relation,True,19,631,0.5786067037688193,0.4013416513965927,0.0200545466645206
Zhoues/RoboRefer-2B-SFT,Relation,True,20,631,0.5275511341125199,0.44959869626584786,0.022851838173843602
Zhoues/RoboRefer-2B-SFT,Relation,True,21,631,0.5588189320027733,0.38587218948098256,0.05531656836556557
Zhoues/RoboRefer-2B-SFT,Relation,True,22,631,0.5800924406943344,0.4141801208399366,0.005736320785788462
Zhoues/RoboRefer-2B-SFT,Relation,True,23,631,0.5192317811509509,0.3752216998068542,0.10554506812722861
Zhoues/RoboRefer-2B-SFT,Relation,True,24,631,0.5449922927396988,0.33435696996335185,0.1206459009137282
Zhoues/RoboRefer-2B-SFT,Relation,True,25,631,0.6002756351525357,0.39193662712955624,0.007803812646639139
Zhoues/RoboRefer-2B-SFT,Relation,True,26,631,0.47874699757329636,0.4621191251485737,0.05912889580341224
Zhoues/RoboRefer-2B-SFT,Relation,True,27,631,0.4273196067749604,0.5198601240590333,0.052837341598776746
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,0,293,nan,nan,nan
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,1,293,0.09372271124413396,0.8207857828498294,0.08548671475042662
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,2,293,0.4500269971203072,0.4776648824125427,0.07232020251173209
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,3,293,0.49729195552474403,0.45926684486988056,0.04344557413875853
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,4,293,0.41202021784343,0.5117654116894198,0.07621020424488055
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,5,293,0.598887785302901,0.3563444899210751,0.04477782786502773
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,6,293,0.4732420208511092,0.46754429527517066,0.05920295585137585
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,7,293,0.551080384758959,0.4050567939419795,0.04386521687686647
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,8,293,0.40136218803327645,0.38699122093643346,0.21166242267491467
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,9,293,0.5937899957337884,0.3497793568686007,0.05641325341963524
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,10,293,0.24238206257999148,0.6966090283703071,0.06100620100522611
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,11,293,0.40696742347482934,0.5141201605162116,0.07891137445339164
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,12,293,0.2566576231868601,0.6079034902943686,0.1354301374520051
ch-min/NVILA-Lite-2B-SINGLE_REFSPATIAL_80K-20251107_104236,Count,False,13,293,0.26415973962777306,0.6572998880119454,0.07854433027143772
