model_path,image,question,ground_truth,prediction,Yes_logit,No_logit,correct
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0018_size0.2.png,Is the blue cube closer to the camera than the yellow cube? Answer with yes or no.,Yes,Yes,26.609375,21.953125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0018_size0.1.png,Is the blue cube closer to the camera than the yellow cube? Answer with yes or no.,Yes,Yes,26.703125,22.140625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0019_size0.3.png,Is the yellow sphere closer to the camera than the red cube? Answer with yes or no.,Yes,Yes,25.046875,21.953125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0019_size0.2.png,Is the yellow sphere closer to the camera than the red cube? Answer with yes or no.,Yes,Yes,25.671875,21.609375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0019_size0.1.png,Is the yellow sphere closer to the camera than the red cube? Answer with yes or no.,Yes,Yes,26.15625,21.578125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0020_size0.3.png,Is the blue cube closer to the camera than the blue sphere? Answer with yes or no.,Yes,Yes,24.140625,22.078125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0020_size0.2.png,Is the blue cube closer to the camera than the blue sphere? Answer with yes or no.,Yes,Yes,24.359375,22.078125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0020_size0.1.png,Is the blue cube closer to the camera than the blue sphere? Answer with yes or no.,Yes,Yes,24.28125,22.25,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0021_size0.3.png,Is the yellow cube closer to the camera than the cyan sphere? Answer with yes or no.,Yes,Yes,24.859375,22.15625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0021_size0.2.png,Is the yellow cube closer to the camera than the cyan sphere? Answer with yes or no.,Yes,Yes,25.1875,21.9375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0021_size0.1.png,Is the yellow cube closer to the camera than the cyan sphere? Answer with yes or no.,Yes,Yes,25.015625,22.046875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0022_size0.3.png,Is the blue cube closer to the camera than the black cube? Answer with yes or no.,Yes,Yes,25.8125,22.125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0022_size0.2.png,Is the blue cube closer to the camera than the black cube? Answer with yes or no.,Yes,Yes,25.875,22.390625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0022_size0.1.png,Is the blue cube closer to the camera than the black cube? Answer with yes or no.,Yes,Yes,25.421875,22.6875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0023_size0.3.png,Is the red cube closer to the camera than the green sphere? Answer with yes or no.,Yes,Yes,24.734375,22.234375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0023_size0.2.png,Is the red cube closer to the camera than the green sphere? Answer with yes or no.,Yes,Yes,24.953125,22.0,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0023_size0.1.png,Is the red cube closer to the camera than the green sphere? Answer with yes or no.,Yes,Yes,24.78125,21.96875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0024_size0.3.png,Is the green cube closer to the camera than the cyan sphere? Answer with yes or no.,Yes,Yes,23.953125,23.015625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0024_size0.2.png,Is the green cube closer to the camera than the cyan sphere? Answer with yes or no.,Yes,Yes,24.359375,22.984375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0024_size0.1.png,Is the green cube closer to the camera than the cyan sphere? Answer with yes or no.,Yes,Yes,24.578125,23.078125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0025_size0.3.png,Is the green sphere closer to the camera than the blue sphere? Answer with yes or no.,Yes,Yes,24.03125,22.421875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0025_size0.2.png,Is the green sphere closer to the camera than the blue sphere? Answer with yes or no.,Yes,Yes,24.734375,22.53125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0025_size0.1.png,Is the green sphere closer to the camera than the blue sphere? Answer with yes or no.,Yes,Yes,24.375,22.5,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0026_size0.3.png,Is the cyan cube closer to the camera than the black cube? Answer with yes or no.,Yes,Yes,23.953125,22.828125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0026_size0.2.png,Is the cyan cube closer to the camera than the black cube? Answer with yes or no.,Yes,Yes,24.3125,22.84375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0026_size0.1.png,Is the cyan cube closer to the camera than the black cube? Answer with yes or no.,Yes,Yes,24.28125,23.09375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0027_size0.3.png,Is the black sphere closer to the camera than the red sphere? Answer with yes or no.,Yes,No,22.875,23.515625,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0027_size0.2.png,Is the black sphere closer to the camera than the red sphere? Answer with yes or no.,Yes,No,22.84375,22.84375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0027_size0.1.png,Is the black sphere closer to the camera than the red sphere? Answer with yes or no.,Yes,Yes,23.5,22.78125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0028_size0.3.png,Is the cyan sphere closer to the camera than the magenta cube? Answer with yes or no.,Yes,Yes,24.90625,22.28125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0028_size0.2.png,Is the cyan sphere closer to the camera than the magenta cube? Answer with yes or no.,Yes,Yes,25.09375,22.125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0028_size0.1.png,Is the cyan sphere closer to the camera than the magenta cube? Answer with yes or no.,Yes,Yes,25.09375,22.46875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0029_size0.3.png,Is the yellow cube closer to the camera than the yellow sphere? Answer with yes or no.,Yes,No,22.953125,23.109375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0029_size0.2.png,Is the yellow cube closer to the camera than the yellow sphere? Answer with yes or no.,Yes,Yes,23.171875,23.03125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0029_size0.1.png,Is the yellow cube closer to the camera than the yellow sphere? Answer with yes or no.,Yes,Yes,23.40625,22.984375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0030_size0.3.png,Is the blue cube closer to the camera than the magenta cube? Answer with yes or no.,Yes,Yes,25.34375,22.421875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0030_size0.2.png,Is the blue cube closer to the camera than the magenta cube? Answer with yes or no.,Yes,Yes,25.578125,22.578125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0030_size0.1.png,Is the blue cube closer to the camera than the magenta cube? Answer with yes or no.,Yes,Yes,25.984375,22.859375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0031_size0.3.png,Is the blue sphere closer to the camera than the magenta sphere? Answer with yes or no.,Yes,Yes,24.0,22.90625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0031_size0.2.png,Is the blue sphere closer to the camera than the magenta sphere? Answer with yes or no.,Yes,Yes,25.125,22.75,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0031_size0.1.png,Is the blue sphere closer to the camera than the magenta sphere? Answer with yes or no.,Yes,Yes,25.84375,22.8125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0032_size0.3.png,Is the yellow cube closer to the camera than the cyan sphere? Answer with yes or no.,Yes,Yes,24.015625,22.296875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0032_size0.2.png,Is the yellow cube closer to the camera than the cyan sphere? Answer with yes or no.,Yes,Yes,24.140625,22.28125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0032_size0.1.png,Is the yellow cube closer to the camera than the cyan sphere? Answer with yes or no.,Yes,Yes,24.546875,22.109375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0033_size0.3.png,Is the black sphere closer to the camera than the yellow cube? Answer with yes or no.,Yes,Yes,24.453125,22.1875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0033_size0.2.png,Is the black sphere closer to the camera than the yellow cube? Answer with yes or no.,Yes,Yes,24.625,21.9375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0033_size0.1.png,Is the black sphere closer to the camera than the yellow cube? Answer with yes or no.,Yes,Yes,24.75,22.109375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0034_size0.3.png,Is the red cube closer to the camera than the yellow sphere? Answer with yes or no.,Yes,Yes,25.484375,22.71875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0034_size0.2.png,Is the red cube closer to the camera than the yellow sphere? Answer with yes or no.,Yes,Yes,25.734375,22.46875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0034_size0.1.png,Is the red cube closer to the camera than the yellow sphere? Answer with yes or no.,Yes,Yes,25.890625,22.671875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0035_size0.3.png,Is the blue cube closer to the camera than the cyan sphere? Answer with yes or no.,Yes,Yes,25.046875,21.84375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0035_size0.2.png,Is the blue cube closer to the camera than the cyan sphere? Answer with yes or no.,Yes,Yes,25.21875,21.765625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0035_size0.1.png,Is the blue cube closer to the camera than the cyan sphere? Answer with yes or no.,Yes,Yes,25.109375,21.84375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0036_size0.3.png,Is the magenta cube closer to the camera than the black sphere? Answer with yes or no.,Yes,Yes,23.984375,22.828125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0036_size0.2.png,Is the magenta cube closer to the camera than the black sphere? Answer with yes or no.,Yes,Yes,24.359375,22.421875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0036_size0.1.png,Is the magenta cube closer to the camera than the black sphere? Answer with yes or no.,Yes,Yes,24.71875,22.375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0037_size0.3.png,Is the red cube closer to the camera than the yellow cube? Answer with yes or no.,Yes,No,23.046875,23.46875,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0037_size0.2.png,Is the red cube closer to the camera than the yellow cube? Answer with yes or no.,Yes,No,23.046875,23.171875,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0037_size0.1.png,Is the red cube closer to the camera than the yellow cube? Answer with yes or no.,Yes,No,22.96875,23.109375,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0038_size0.3.png,Is the magenta cube closer to the camera than the blue sphere? Answer with yes or no.,Yes,Yes,23.390625,22.8125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0038_size0.2.png,Is the magenta cube closer to the camera than the blue sphere? Answer with yes or no.,Yes,Yes,23.6875,22.4375,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0038_size0.1.png,Is the magenta cube closer to the camera than the blue sphere? Answer with yes or no.,Yes,Yes,23.53125,22.3125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0039_size0.3.png,Is the green sphere closer to the camera than the red cube? Answer with yes or no.,Yes,No,23.453125,23.71875,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0039_size0.2.png,Is the green sphere closer to the camera than the red cube? Answer with yes or no.,Yes,Yes,23.65625,22.75,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0039_size0.1.png,Is the green sphere closer to the camera than the red cube? Answer with yes or no.,Yes,Yes,24.1875,22.296875,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0040_size0.3.png,Is the black sphere closer to the camera than the black cube? Answer with yes or no.,Yes,Yes,23.8125,22.40625,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0040_size0.2.png,Is the black sphere closer to the camera than the black cube? Answer with yes or no.,Yes,Yes,24.046875,22.5,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0040_size0.1.png,Is the black sphere closer to the camera than the black cube? Answer with yes or no.,Yes,Yes,24.09375,22.453125,True
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0041_size0.3.png,Is the red sphere closer to the camera than the magenta cube? Answer with yes or no.,Yes,No,22.671875,23.5,False
/app/DATA/NVILA-Lite-2B-DATA_SCALE_EXP_400K-20251108_180221,output/sizevar/close/0041_size0.2.png,Is the red sphere closer to the camera than the magenta cube? Answer with yes or no.,Yes,No,22.8125,23.0625,False
